comid	hhbarcode	gender	age
1	2476	2	12
1	2476	1	10
1	2476	1	8
1	2476	1	6
1	2476	1	1
1	2477	1	45
1	2477	2	23
1	2477	1	18
1	2477	2	15
1	2477	2	8
1	2477	1	7
1	2478	1	25
1	2479	1	46
1	2479	2	19
1	2479	2	6
1	2480	2	30
1	2480	1	15
1	2480	2	6
1	2481	1	46
1	2481	2	35
1	2481	2	18
1	2482	2	24
1	2482	1	25
1	2482	1	27
1	2483	1	60
1	2483	2	55
1	2483	2	30
1	2483	2	28
1	2483	2	28
1	2483	1	25
1	2483	2	19
1	2483	1	15
1	2483	2	12
1	2483	1	9
1	2483	1	6
1	2483	1	6
1	2483	1	4
1	2484	1	32
1	2484	1	28
1	2485	2	62
1	2485	1	12
1	2485	1	12
1	2485	1	39
1	2486	2	30
1	2487	1	49
1	2487	2	43
1	2487	2	21
1	2487	2	9
1	2487	2	11
1	2488	2	53
1	2488	2	23
1	2488	2	20
1	2488	2	15
1	2488	2	6
1	2488	2	5
1	2489	1	53
1	2489	2	45
1	2489	2	25
1	2489	1	21
1	2489	1	15
1	2489	1	12
1	2489	1	21
1	2489	2	2
1	2490	2	28
1	2491	1	55
1	2491	2	28
1	2491	1	26
1	2491	2	18
1	2492	2	5
1	2492	2	5
1	2492	2	39
1	2492	1	18
1	2493	2	41
1	2493	1	8
1	2493	2	5
1	2493	1	1
1	2494	2	45
1	2494	1	50
1	2494	2	35
1	2494	2	21
1	2495	1	38
1	2495	2	15
1	2495	2	10
1	2495	1	8
1	2495	2	4
1	2495	1	0
1	2496	2	30
1	2496	1	34
1	2496	1	13
1	2496	2	8
1	2496	2	6
1	2496	1	4
1	2496	2	3
1	2496	1	1
1	2497	2	25
1	2498	2	21
1	2498	2	7
1	2498	2	4
1	2498	2	2
1	2499	2	17
1	2499	1	15
1	2499	1	32
1	2499	2	38
1	2499	2	29
1	2499	2	21
1	2499	2	32
1	2499	2	2
1	2500	2	30
1	2500	2	15
1	2500	2	12
1	2500	2	8
1	2500	2	5
1	2500	2	3
1	2500	1	1
1	2501	1	12
1	2501	1	9
1	2502	1	48
1	2502	2	12
1	2502	2	2
1	2503	1	71
1	2503	2	66
1	2503	2	30
1	2503	1	6
1	2504	2	16
1	2504	2	48
1	2504	1	30
1	2504	2	14
1	2504	2	8
1	2505	2	25
1	2505	1	4
1	2505	2	1
1	2506	1	16
1	2506	2	14
1	2506	2	45
1	2507	2	52
1	2507	2	19
1	2507	2	17
1	2507	1	12
1	2507	2	9
1	2507	2	11
1	2507	1	1
1	2507	1	0
1	2508	2	56
1	2508	2	25
1	2508	1	21
1	2508	1	18
1	2508	1	15
1	2508	1	16
1	2508	2	16
1	2508	1	16
1	2509	2	37
1	2509	2	17
1	2509	2	11
1	2509	1	7
1	2509	2	1
1	2510	2	68
1	2510	1	30
1	2510	2	23
1	2510	2	15
1	2510	2	4
1	2510	2	18
1	2511	2	27
1	2511	2	30
1	2511	1	59
1	2511	2	19
1	2511	1	21
1	2511	2	7
1	2511	1	0
1	2511	2	0
1	2512	1	40
1	2512	2	32
1	2512	2	16
1	2512	1	13
1	2512	1	6
1	2513	2	35
1	2513	1	1
1	2513	2	18
1	2513	1	12
1	2513	2	8
1	2513	1	6
1	2514	2	43
1	2514	1	21
1	2514	2	19
1	2514	1	14
1	2514	2	12
1	2515	1	53
1	2515	2	31
1	2515	1	22
1	2515	2	17
1	2515	1	22
1	2515	2	6
1	2515	2	8
1	2515	1	1
1	2516	2	21
1	2516	1	4
1	2517	1	24
1	2517	1	21
1	2517	2	16
1	2517	2	13
1	2517	2	11
1	2517	1	8
1	2517	1	31
1	2518	2	14
1	2518	2	16
1	2518	2	21
1	2518	1	25
1	2519	2	62
1	2520	1	39
1	2520	2	10
1	2520	2	4
1	2521	2	31
1	2521	1	15
1	2521	2	11
1	2521	2	12
1	2521	2	3
1	2521	2	1
1	2522	2	49
1	2522	2	15
1	2522	2	6
1	2523	2	44
1	2523	1	20
1	2523	2	22
1	2523	2	16
1	2523	2	14
1	2523	2	12
1	2524	1	49
1	2524	2	43
1	2524	2	21
1	2524	2	9
1	2524	2	11
1	2525	1	36
1	2526	2	40
1	2526	2	15
1	2526	1	28
1	2526	2	9
1	2526	1	14
1	2527	2	38
1	2527	2	4
1	2528	2	38
1	2528	1	17
1	2528	1	14
1	2528	2	8
1	2528	BLANK	4
1	2529	2	65
1	2529	1	30
1	2529	1	26
1	2529	2	33
1	2529	2	7
1	2529	2	12
1	2530	2	61
1	2530	2	65
1	2530	1	16
1	2531	2	38
1	2531	1	17
1	2531	2	14
1	2531	1	11
1	2531	2	3
1	2532	1	27
1	2532	2	21
1	2532	1	18
1	2532	2	10
1	2533	1	15
1	2533	2	12
1	2533	2	1
1	2533	1	27
1	2534	1	71
1	2534	2	34
1	2534	1	29
1	2534	2	13
1	2534	1	9
1	2535	2	46
1	2535	2	18
1	2535	1	14
1	2535	2	24
1	2535	2	5
1	2535	2	2
1	2535	2	51
1	2536	1	22
1	2536	1	24
1	2536	1	14
1	2536	2	14
1	2536	2	11
1	2537	2	49
1	2537	1	21
1	2537	2	17
1	2537	2	11
1	2537	2	8
1	2537	1	5
1	2537	1	1
1	2537	1	62
1	2538	2	17
1	2539	1	22
1	2539	1	10
1	2539	2	14
1	2539	1	24
1	2539	2	17
1	2539	2	15
1	2539	2	12
1	2539	2	6
1	2539	1	12
1	2540	2	32
1	2540	1	2
1	2540	1	6
1	2541	2	19
1	2541	2	18
1	2542	1	30
1	2542	1	7
1	2542	1	4
1	2542	1	2
1	2543	2	36
1	2543	1	13
1	2543	2	10
1	2543	2	20
1	2543	1	55
1	2544	1	54
1	2544	2	19
1	2544	2	17
1	2544	2	16
1	2544	2	15
1	2544	2	13
1	2544	2	7
1	2545	1	30
1	2545	2	11
1	2545	1	5
1	2546	2	48
1	2546	2	26
1	2546	2	19
1	2546	2	19
1	2546	2	29
1	2546	2	6
1	2546	2	11
1	2547	1	60
1	2547	1	23
1	2547	2	20
1	2547	2	17
1	2547	1	12
1	2547	1	29
1	2548	1	3
1	2549	1	35
1	2549	2	5
1	2549	1	4
1	2550	2	40
1	2551	1	14
1	2551	2	11
1	2551	2	6
1	2551	1	4
1	2551	1	37
1	2552	2	16
1	2552	1	21
1	2552	1	15
1	2552	2	13
1	2552	1	9
1	2552	1	7
1	2552	1	57
1	2553	2	30
1	2553	2	29
1	2553	2	20
1	2553	2	14
1	2553	1	13
1	2553	1	16
1	2553	1	15
1	2553	2	17
1	2553	2	10
1	2553	2	4
1	2553	1	9
1	2553	1	10
1	2553	2	4
1	2554	2	48
1	2554	2	12
1	2554	2	21
1	2554	2	2
1	2555	1	41
1	2555	1	12
1	2555	2	6
1	2556	1	45
1	2556	2	29
1	2556	2	5
1	2557	2	21
1	2557	2	17
1	2557	2	14
1	2558	1	34
1	2558	1	20
1	2558	2	7
1	2558	2	4
1	2559	1	40
1	2559	2	38
1	2559	2	41
1	2559	2	27
1	2559	2	19
1	2559	2	10
1	2559	2	13
1	2559	2	2
1	2559	2	8
1	2560	2	25
1	2560	1	29
1	2560	1	36
1	2560	1	19
1	2560	2	6
1	2560	2	2
1	2561	1	39
1	2561	2	8
1	2561	2	6
1	2561	1	2
1	2562	1	24
1	2562	1	26
1	2562	2	21
1	2562	2	13
1	2562	2	8
1	2563	2	49
1	2563	2	14
1	2564	2	38
1	2564	2	9
1	2565	1	46
1	2565	2	10
1	2565	1	8
1	2565	1	3
1	2566	1	50
1	2566	2	48
1	2566	1	23
1	2566	2	28
1	2566	2	30
1	2567	2	19
1	2567	2	18
1	2568	1	47
1	2568	2	17
1	2568	1	15
1	2568	1	14
1	2568	2	12
1	2568	2	10
1	2568	2	8
1	2568	2	6
1	2568	2	0
1	2569	1	28
1	2569	1	27
1	2570	2	73
1	2571	1	33
1	2571	2	5
1	2571	1	2
1	2571	2	0
1	2572	1	50
1	2572	2	44
1	2572	1	17
1	2572	2	14
1	2572	2	12
1	2573	1	35
1	2573	2	13
1	2573	1	10
1	2573	1	4
1	2573	2	3
1	2574	1	38
1	2574	2	6
1	2574	1	3
1	2575	2	52
1	2575	1	16
1	2575	1	15
1	2575	2	21
1	2575	1	17
1	2575	1	20
1	2575	1	37
1	2576	1	14
1	2576	2	13
1	2576	1	10
1	2576	1	1
1	2577	1	36
1	2577	1	15
1	2577	1	11
1	2577	2	5
1	2578	2	49
1	2578	1	20
1	2578	1	23
1	2578	1	25
1	2578	2	13
1	2578	2	10
1	2579	2	42
1	2579	1	26
1	2579	1	23
1	2579	2	16
1	2579	2	14
1	2579	2	6
1	2579	1	6
1	2579	1	4
1	2580	2	18
1	2580	2	15
1	2580	1	19
1	2580	2	19
1	2580	2	70
1	2580	2	4
1	2581	1	15
1	2581	1	10
1	2581	2	10
1	2581	2	5
1	2581	2	20
1	2581	2	18
1	2582	1	40
1	2582	2	36
1	2582	1	20
1	2582	1	10
1	2582	2	7
1	2582	2	5
1	2583	1	51
1	2583	1	21
1	2583	2	14
1	2584	1	62
1	2584	2	53
1	2584	1	23
1	2584	1	16
1	2584	1	10
1	2584	1	3
1	2585	2	20
1	2586	2	15
1	2587	2	33
1	2587	1	12
1	2587	1	9
1	2587	1	10
1	2587	2	8
1	2587	2	7
1	2587	1	6
1	2587	2	3
1	2587	2	1
1	2587	2	0
1	2588	2	45
1	2588	1	27
1	2588	2	24
1	2588	2	22
1	2588	1	21
1	2588	2	17
1	2588	1	4
1	2588	1	3
1	2588	2	1
1	2589	1	15
1	2589	2	17
1	2590	1	58
1	2590	2	47
1	2590	2	25
1	2590	1	12
1	2590	1	8
1	2590	1	14
1	2590	2	20
1	2591	2	54
1	2591	2	24
1	2591	2	22
1	2591	1	10
1	2591	2	2
1	2591	1	14
1	2592	1	46
1	2592	2	38
1	2592	2	18
1	2592	2	16
1	2592	2	11
1	2592	1	6
1	2593	1	18
1	2593	2	15
1	2593	2	26
1	2594	2	45
1	2594	1	8
1	2595	1	5
1	2595	1	7
1	2596	1	18
1	2596	2	15
1	2596	2	26
1	2597	1	45
1	2597	2	17
1	2597	2	15
1	2597	1	8
1	2597	1	8
1	2597	1	4
1	2598	1	18
1	2599	1	80
1	2599	1	15
1	2599	1	11
1	2600	1	60
1	2600	2	36
1	2600	1	7
1	2600	1	31
1	2601	BLANK	58
1	2601	2	18
1	2602	2	45
1	2602	1	8
1	2603	2	49
1	2603	2	39
1	2603	1	38
1	2604	2	30
1	2604	2	24
1	2604	1	20
1	2604	1	17
1	2605	2	38
1	2605	1	3
1	2606	1	30
1	2606	1	21
1	2606	2	1
1	2607	1	22
1	2607	1	18
1	2608	2	54
1	2608	2	11
1	2609	2	30
1	2609	1	20
1	2609	1	10
1	2609	2	8
1	2609	1	6
1	2609	2	1
1	2610	2	22
1	2611	1	62
1	2611	2	53
1	2611	1	23
1	2611	1	16
1	2611	1	10
1	2611	1	3
1	2612	1	19
1	2612	2	21
1	2612	2	15
1	2613	1	10
1	2613	2	22
1	2613	1	18
1	2613	1	23
1	2613	1	15
1	2613	1	20
1	2613	2	0
1	2613	2	13
1	2614	1	49
1	2614	2	43
1	2614	2	21
1	2614	2	9
1	2614	2	11
1	2615	1	58
1	2616	1	73
1	2616	2	30
1	2616	2	23
1	2616	2	21
1	2616	2	35
1	2616	1	20
1	2616	1	5
1	2616	1	6
1	2617	1	52
1	2617	1	16
1	2617	2	15
1	2617	2	14
1	2618	2	49
1	2618	2	14
1	2619	1	30
1	2619	2	0
1	2619	2	0
1	2620	2	31
1	2620	2	29
1	2620	1	15
1	2620	1	14
1	2620	2	56
1	2620	2	74
1	2620	1	5
1	2620	1	3
1	2620	2	1
1	2621	2	35
1	2621	2	28
1	2621	2	22
1	2621	1	16
1	2621	1	17
1	2621	2	13
1	2621	2	10
1	2621	1	11
1	2621	2	1
1	2622	2	49
1	2622	1	21
1	2622	2	17
1	2622	2	11
1	2622	2	8
1	2622	1	5
1	2622	1	1
1	2622	1	62
1	2623	2	46
1	2623	2	18
1	2623	1	14
1	2623	2	24
1	2623	2	5
1	2623	2	2
1	2623	2	51
1	2624	2	62
1	2625	1	21
1	2626	2	16
1	2626	1	3
1	2626	2	1
1	2627	1	56
1	2627	2	30
1	2627	1	21
1	2627	1	20
1	2627	2	8
1	2628	2	19
1	2628	1	24
1	2628	2	43
1	2628	1	4
1	2628	2	24
1	2629	1	22
1	2629	1	18
1	2630	1	66
1	2630	2	17
1	2630	2	42
1	2630	2	15
1	2631	1	45
1	2631	2	32
1	2631	1	18
1	2631	1	17
1	2631	2	10
1	2631	2	7
1	2631	2	8
1	2631	1	5
1	2632	2	21
1	2632	2	7
1	2632	2	4
1	2632	2	2
1	2633	1	43
1	2633	2	11
1	2633	2	8
1	2633	2	5
1	2633	1	3
1	2633	2	2
1	2634	2	30
1	2634	2	24
1	2634	1	20
1	2634	1	17
1	2635	2	33
1	2635	1	36
1	2635	2	24
1	2635	2	21
1	2635	1	24
1	2635	1	5
1	2636	1	31
1	2636	2	18
1	2636	2	6
1	2636	1	2
1	2637	2	23
1	2637	2	19
1	2637	2	14
1	2637	1	2
1	2638	1	20
1	2639	2	61
1	2639	2	65
1	2639	1	16
1	2640	1	42
1	2640	2	8
1	2640	1	4
1	2640	1	2
1	2641	1	44
1	2641	2	16
1	2641	1	8
1	2641	1	0
1	2642	2	45
1	2642	1	88
1	2642	1	45
1	2643	2	19
1	2644	1	47
1	2644	1	22
1	2644	1	20
1	2644	2	16
1	2644	2	14
1	2644	2	11
1	2644	2	7
1	2645	2	53
1	2645	1	32
1	2645	1	26
1	2645	2	18
1	2646	2	13
1	2646	1	15
1	2646	1	18
1	2647	1	66
1	2647	2	17
1	2648	2	43
1	2648	1	21
1	2648	2	19
1	2648	1	14
1	2648	2	12
1	2649	2	64
1	2649	1	67
1	2649	1	31
1	2649	2	29
1	2649	2	19
1	2649	2	12
1	2649	1	7
1	2649	1	3
1	2650	1	34
1	2650	1	1
1	2650	1	3
1	2651	1	44
1	2651	1	17
1	2651	1	13
1	2651	1	11
1	2651	2	3
1	2652	2	66
1	2652	2	16
1	2652	1	18
1	2652	1	14
1	2652	1	14
1	2653	2	24
1	2653	2	12
1	2654	2	68
1	2654	1	48
1	2654	2	43
1	2654	2	23
1	2654	1	17
1	2654	2	11
1	2654	1	7
1	2654	2	6
1	2655	2	50
1	2655	1	23
1	2655	1	5
1	2655	2	20
1	2655	1	4
1	2655	2	2
1	2655	1	4
1	2655	1	0
1	2656	1	34
1	2656	2	71
1	2656	2	20
1	2656	2	2
1	2656	1	30
1	2656	1	49
1	2656	1	13
1	2656	2	6
1	2656	2	9
1	2656	2	18
1	2656	1	8
1	2657	1	25
1	2658	2	22
1	2659	1	22
1	2659	1	10
1	2659	2	14
1	2659	1	24
1	2659	2	17
1	2659	2	15
1	2659	2	12
1	2659	2	6
1	2659	1	12
1	2660	2	50
1	2660	1	29
1	2660	1	5
1	2660	2	1
1	2660	1	15
1	2661	1	42
1	2661	2	17
1	2661	2	15
1	2661	1	12
1	2661	2	6
1	2661	1	2
1	2662	2	32
1	2663	2	66
1	2663	1	38
1	2664	1	38
1	2664	1	21
1	2664	2	6
1	2664	2	18
1	2664	2	2
1	2665	2	58
1	2665	1	37
1	2665	2	26
1	2665	1	39
1	2665	1	6
1	2665	1	7
1	2665	2	5
1	2665	2	4
1	2666	1	33
1	2666	2	19
1	2666	1	11
1	2666	2	9
1	2666	1	6
1	2666	1	4
1	2667	2	41
1	2667	1	30
1	2667	1	21
1	2667	2	18
1	2667	1	15
1	2667	1	11
1	2667	1	9
1	2668	2	18
1	2668	2	50
1	2669	1	17
1	2669	2	15
1	2669	2	8
1	2670	1	37
1	2670	1	12
1	2670	1	8
1	2670	1	2
1	2671	2	64
1	2671	2	9
1	2671	1	5
1	2672	2	19
1	2672	2	18
1	2672	1	8
1	2672	1	7
1	2673	2	35
1	2674	2	27
1	2674	1	44
1	2674	1	16
1	2674	2	7
1	2674	1	2
1	2674	1	1
1	2675	1	28
1	2675	2	7
1	2675	2	4
1	2675	2	2
1	2676	2	32
1	2676	1	36
1	2676	2	11
1	2677	2	50
1	2677	1	19
1	2677	2	16
1	2677	2	10
1	2677	1	13
1	2677	2	6
1	2678	1	49
1	2678	2	43
1	2678	2	21
1	2678	2	9
1	2678	2	11
1	2679	1	40
1	2679	2	12
1	2679	2	10
1	2679	2	8
1	2679	2	3
1	2680	2	28
1	2680	1	5
1	2681	2	43
1	2682	1	26
1	2682	2	16
1	2682	1	10
1	2683	2	38
1	2683	1	3
1	2684	2	48
1	2684	2	19
1	2684	2	14
1	2684	1	12
1	2684	1	9
1	2684	2	10
1	2685	1	30
1	2685	2	2
1	2686	2	45
1	2686	1	8
1	2687	2	67
1	2687	2	55
1	2687	2	20
1	2688	1	43
1	2688	2	58
1	2688	2	26
1	2688	1	39
1	2688	1	6
1	2688	1	7
1	2688	2	5
1	2688	2	4
1	2689	2	65
1	2689	1	18
1	2689	1	17
1	2689	1	23
1	2689	2	16
1	2689	2	6
1	2689	1	12
1	2689	1	16
1	2689	1	2
1	2690	2	29
1	2690	1	32
1	2690	2	13
1	2690	1	7
1	2690	1	1
1	2691	2	16
1	2691	1	17
1	2691	2	30
1	2691	1	18
1	2691	1	19
1	2692	2	20
1	2692	2	6
1	2692	1	4
1	2692	1	2
1	2693	2	57
1	2693	2	18
1	2693	2	16
1	2693	1	13
1	2694	1	7
1	2694	2	4
1	2694	2	24
1	2694	2	16
1	2695	2	25
1	2695	2	5
1	2695	2	3
1	2695	2	1
1	2696	2	19
1	2696	1	21
1	2696	1	12
1	2696	2	2
1	2697	2	49
1	2697	1	10
1	2698	1	30
1	2698	2	9
1	2699	2	78
1	2699	2	63
1	2699	2	26
1	2699	2	2
1	2699	2	2
1	2699	2	4
1	2699	1	1
1	2700	1	20
1	2701	2	38
1	2701	2	27
1	2701	2	5
1	2701	2	13
1	2702	1	40
1	2702	2	15
1	2702	2	4
1	2702	1	2
1	2703	1	41
1	2703	2	18
1	2703	1	16
1	2703	2	13
1	2703	1	7
1	2703	1	1
1	2704	2	18
1	2705	2	37
1	2705	1	39
1	2705	2	19
1	2705	2	3
1	2706	2	10
1	2706	2	7
1	2706	2	5
1	2707	2	30
1	2707	1	34
1	2707	1	13
1	2707	2	8
1	2707	2	6
1	2707	1	4
1	2707	2	3
1	2707	1	1
1	2708	2	25
1	2708	1	18
1	2708	2	26
1	2708	2	1
1	2708	2	15
1	2708	1	26
1	2709	2	72
1	2710	1	40
1	2710	2	12
1	2710	2	9
1	2710	2	4
1	2710	2	2
1	2711	1	50
1	2712	1	32
1	2712	1	21
1	2712	1	20
1	2712	2	10
1	2712	1	10
1	2712	1	8
1	2712	2	4
1	2712	1	0
1	2713	1	28
1	2713	1	19
1	2713	2	26
1	2713	1	3
1	2714	2	18
1	2715	2	18
1	2716	2	11
1	2716	2	9
1	2716	2	12
1	2716	2	11
1	2716	2	5
1	2716	1	2
1	2716	1	18
1	2716	1	21
1	2716	1	32
1	2717	1	45
1	2717	1	4
1	2717	2	6
1	2718	1	71
1	2718	2	34
1	2718	1	29
1	2718	2	13
1	2718	1	9
1	2719	1	15
1	2719	1	11
1	2720	1	40
1	2721	1	48
1	2721	1	16
1	2721	2	16
1	2721	1	14
1	2721	1	14
1	2721	2	9
1	2721	2	3
1	2721	2	1
1	2722	1	39
1	2722	2	9
1	2722	2	1
1	2723	2	28
1	2723	1	2
1	2724	1	66
1	2724	2	17
1	2724	2	42
1	2724	2	15
1	2725	2	50
1	2725	2	38
1	2725	1	33
1	2725	1	21
1	2725	1	15
1	2725	1	12
1	2725	1	7
1	2725	2	2
1	2725	1	15
1	2725	1	10
1	2725	1	5
1	2725	2	6
1	2726	2	67
1	2726	2	28
1	2726	1	26
1	2726	2	23
1	2726	1	41
1	2726	1	6
1	2726	1	8
1	2727	2	56
1	2727	1	23
1	2727	1	21
1	2727	1	17
1	2727	1	15
1	2727	2	10
1	2727	2	17
1	2727	2	7
1	2727	1	6
1	2727	1	5
1	2728	1	55
1	2728	2	18
1	2728	2	19
1	2728	1	13
1	2728	2	10
1	2729	2	35
1	2729	2	28
1	2729	2	22
1	2729	1	16
1	2729	1	17
1	2729	2	13
1	2729	2	10
1	2729	1	11
1	2729	2	1
1	2730	2	31
1	2730	2	29
1	2730	1	15
1	2730	1	14
1	2730	2	56
1	2730	2	74
1	2730	1	5
1	2730	1	3
1	2730	2	1
1	2731	2	30
1	2731	2	11
1	2731	2	7
1	2731	2	4
1	2732	2	73
1	2733	1	34
1	2733	1	5
1	2733	2	2
1	2734	2	33
1	2734	1	40
1	2734	1	17
1	2734	1	13
1	2734	2	3
1	2735	1	48
1	2735	2	36
1	2735	1	16
1	2735	1	8
1	2736	1	54
1	2736	2	19
1	2736	2	17
1	2736	2	16
1	2736	2	15
1	2736	2	13
1	2736	2	7
1	2737	1	40
1	2737	2	26
1	2737	1	23
1	2737	1	16
1	2737	1	11
1	2737	1	5
1	2737	2	20
1	2738	1	67
1	2738	1	22
1	2738	1	18
1	2738	2	14
1	2738	1	11
1	2739	1	58
1	2739	2	48
1	2739	1	19
1	2739	1	11
1	2739	1	19
1	2739	1	10
1	2739	2	10
1	2740	1	3
1	2740	2	67
1	2740	1	3
1	2740	2	2
1	2740	2	13
1	2740	1	10
1	2740	2	15
1	2740	1	17
1	2740	2	18
1	2740	1	36
1	2741	2	38
1	2741	1	10
1	2741	1	10
1	2741	2	13
1	2742	2	23
1	2742	2	6
1	2742	2	1
1	2743	1	9
1	2743	1	6
1	2743	2	13
1	2743	1	13
1	2743	1	7
1	2743	1	27
1	2744	1	71
1	2744	2	34
1	2744	1	29
1	2744	2	13
1	2744	1	9
1	2745	1	24
1	2745	1	21
1	2746	1	28
1	2746	1	25
1	2746	2	19
1	2746	2	25
1	2746	2	20
1	2747	1	50
1	2748	2	50
1	2748	1	45
1	2748	2	17
1	2748	1	3
1	2748	1	10
1	2748	1	7
1	2749	1	55
1	2749	2	50
1	2749	1	24
1	2749	2	15
1	2749	2	9
1	2750	2	13
1	2750	1	15
1	2750	1	18
1	2751	1	26
1	2751	1	28
1	2751	1	1
1	2752	1	52
1	2752	1	22
1	2752	2	11
1	2752	2	30
1	2753	1	66
1	2753	2	36
1	2753	2	30
1	2753	2	24
1	2753	1	23
1	2753	1	21
1	2753	2	14
1	2753	2	16
1	2753	1	10
1	2753	1	9
1	2753	1	8
1	2754	2	15
1	2754	2	18
1	2754	2	2
1	2754	2	12
1	2754	2	14
1	2754	1	2
1	2754	2	18
1	2754	2	2
1	2754	1	9
1	2754	1	31
1	2754	1	23
1	2754	1	29
1	2755	2	64
1	2755	2	9
1	2755	1	5
1	2756	2	45
1	2756	1	88
1	2756	1	45
1	2757	1	41
1	2757	2	34
1	2757	1	22
1	2758	2	23
1	2758	1	1
1	2759	2	65
1	2759	1	43
1	2759	2	39
1	2759	2	17
1	2759	1	15
1	2759	1	14
1	2759	1	11
1	2759	2	6
1	2759	1	0
1	2760	1	24
1	2760	1	21
1	2761	2	49
1	2761	1	10
1	2762	2	50
1	2762	1	27
1	2762	1	17
1	2762	2	18
1	2762	1	13
1	2763	2	27
1	2763	1	19
1	2764	1	54
1	2764	2	45
1	2764	2	20
1	2764	1	26
1	2764	1	4
1	2764	2	18
1	2764	1	3
1	2764	2	1
1	2765	2	23
1	2766	2	37
1	2766	2	17
1	2766	2	11
1	2766	1	7
1	2766	2	1
1	2767	2	42
1	2767	1	21
1	2767	1	17
1	2767	1	14
1	2768	2	46
1	2768	1	26
1	2768	1	26
1	2768	2	25
1	2768	1	16
1	2768	1	15
1	2768	1	14
1	2768	2	9
1	2769	2	35
1	2769	1	12
1	2769	1	12
1	2769	2	8
1	2769	1	5
1	2769	2	2
1	2770	1	49
1	2770	2	43
1	2770	2	21
1	2770	2	9
1	2770	2	11
1	2771	1	60
1	2771	2	22
1	2771	1	18
1	2772	2	52
1	2772	1	19
1	2772	1	24
1	2773	1	52
1	2773	1	22
1	2774	2	43
1	2774	1	21
1	2774	2	19
1	2774	1	14
1	2774	2	12
1	2775	1	53
1	2775	2	47
1	2775	1	26
1	2775	2	22
1	2775	1	19
1	2775	1	15
1	2775	1	13
1	2775	1	2
1	2776	1	41
1	2776	2	18
1	2776	1	16
1	2776	2	13
1	2776	1	7
1	2776	1	1
1	2777	1	35
1	2777	2	10
1	2777	2	9
1	2777	1	7
1	2777	1	6
1	2777	1	5
1	2777	1	3
1	2778	1	27
1	2778	2	21
1	2778	1	18
1	2778	2	10
1	2779	2	36
1	2779	1	55
1	2779	2	19
1	2779	2	20
1	2779	1	13
1	2779	2	10
1	2780	2	50
1	2780	1	60
1	2780	2	39
1	2780	1	24
1	2780	2	20
1	2780	2	48
1	2780	2	9
1	2780	1	7
1	2780	2	4
1	2780	1	0
1	2781	1	47
1	2781	1	22
1	2781	1	20
1	2781	2	16
1	2781	2	14
1	2781	2	11
1	2781	2	7
1	2782	1	30
1	2782	1	7
1	2782	1	4
1	2782	1	2
1	2783	1	28
1	2784	2	53
1	2784	2	16
1	2784	2	17
1	2785	1	36
1	2785	2	19
1	2785	2	6
1	2785	2	4
1	2785	2	1
1	2786	2	25
1	2786	1	25
1	2786	1	26
1	2786	1	18
1	2786	1	30
1	2787	2	49
1	2787	1	10
1	2787	1	12
1	2788	1	28
1	2788	1	26
1	2789	1	43
1	2789	2	58
1	2789	2	26
1	2789	1	39
1	2789	1	6
1	2789	1	7
1	2789	2	5
1	2789	2	4
1	2790	1	44
1	2790	2	39
1	2790	1	30
1	2790	2	19
1	2790	2	16
1	2790	2	18
1	2790	2	12
1	2790	1	10
1	2790	1	8
1	2790	1	6
1	2790	1	1
1	2791	2	27
1	2791	2	30
1	2791	1	59
1	2791	2	19
1	2791	1	21
1	2791	2	7
1	2791	1	0
1	2791	2	0
1	2792	1	74
1	2792	2	60
1	2792	2	17
1	2793	1	22
1	2793	2	19
1	2793	1	8
1	2793	2	18
1	2794	1	73
1	2794	2	68
1	2794	1	18
1	2794	1	21
1	2795	2	56
1	2795	2	28
1	2795	1	21
1	2795	2	18
1	2795	2	13
1	2795	2	8
1	2795	2	6
1	2795	2	3
1	2795	1	2
1	2796	1	49
1	2796	2	43
1	2796	2	21
1	2796	2	9
1	2796	2	11
1	2797	1	38
1	2797	2	36
1	2797	2	28
1	2797	1	10
1	2797	2	10
1	2797	2	8
1	2797	2	6
1	2797	2	2
1	2798	2	53
1	2798	2	23
1	2798	2	20
1	2798	2	15
1	2798	2	6
1	2798	2	5
1	2799	2	34
1	2799	1	15
1	2799	1	13
1	2799	2	11
1	2799	2	6
1	2799	2	0
1	2800	1	21
1	2800	1	40
1	2800	2	35
1	2800	2	55
1	2800	1	62
1	2801	2	18
1	2801	1	15
1	2801	1	12
1	2801	1	9
1	2801	1	6
1	2801	1	19
1	2801	2	23
1	2801	2	26
1	2801	2	17
1	2801	1	40
1	2801	1	1
1	2801	1	5
1	2802	2	42
1	2802	2	15
1	2802	1	13
1	2802	2	11
1	2802	1	8
1	2802	1	8
1	2802	1	8
1	2802	1	6
1	2802	1	3
1	2803	1	21
1	2803	1	40
1	2803	2	35
1	2803	2	55
1	2803	1	62
1	2804	1	20
1	2804	2	26
1	2804	2	29
1	2805	2	35
1	2805	2	28
1	2805	2	22
1	2805	1	16
1	2805	1	17
1	2805	2	13
1	2805	2	10
1	2805	1	11
1	2805	2	1
1	2806	2	7
1	2806	1	0
1	2807	2	73
1	2807	2	40
1	2807	2	21
1	2808	2	30
1	2808	1	14
1	2808	1	10
1	2808	1	8
1	2808	2	3
1	2809	1	39
1	2809	2	10
1	2809	2	4
1	2810	1	46
1	2810	2	35
1	2810	2	18
1	2811	2	25
1	2811	1	18
1	2811	2	26
1	2811	2	1
1	2811	2	15
1	2811	1	26
